sic,sicdesc,level
7020,ROOMING AND BOARDING HOUSES,4
7021,ROOMING AND BOARDING HOUSES,4
7030,CAMPS AND RECREATIONAL VEHICLE PARKS,4
7032,SPORTING AND RECREATIONAL CAMPS,4
7033,RECREATIONAL VEHICLE PARKS AND CAMPSITES,4
7040,"ORGANIZATION HOTELS AND LODGING HOUSES, ON MEMBERSHIP BASIS",4
7041,"ORGANIZATION HOTELS AND LODGING HOUSES, ON MEMBERSHIP BASIS",4
7200,PERSONAL SERVICES,4
7210,"LAUNDRY, CLEANING, AND GARMENT SERVICES",4
7211,"POWER LAUNDRIES, FAMILY AND COMMERCIAL",4
7212,"GARMENT PRESSING, AND AGENTS FOR LAUNDRIES AND DRYCLEANERS",4
7213,LINEN SUPPLY,4
7214,DIAPER SERVICE,4
7215,COIN-OPERATED LAUNDRIES AND DRYCLEANING,4
7216,"DRYCLEANING PLANTS, EXCEPT RUG CLEANING",4
7217,CARPET AND UPHOLSTERY CLEANING,4
7218,INDUSTRIAL LAUNDERERS,4
7219,"LAUNDRY AND GARMENT SERVICES, NEC",4
7220,"PHOTOGRAPHIC STUDIOS, PORTRAIT",4
7221,"PHOTOGRAPHIC STUDIOS, PORTRAIT",4
7230,BEAUTY SHOPS,4
7231,BEAUTY SHOPS,4
7240,BARBER SHOPS,4
7241,BARBER SHOPS,4
7250,SHOE REPAIR SHOPS AND SHOESHINE PARLORS,4
7251,SHOE REPAIR SHOPS AND SHOESHINE PARLORS,4
7260,FUNERAL SERVICE AND CREMATORIES,4
7261,FUNERAL SERVICE AND CREMATORIES,4
7290,MISCELLANEOUS PERSONAL SERVICES,4
7291,TAX RETURN PREPARATION SERVICES,4
7299,"MISCELLANEOUS PERSONAL SERVICES, NEC",4
7300,BUSINESS SERVICES,4
7310,ADVERTISING,4
7311,ADVERTISING AGENCIES,4
7312,OUTDOOR ADVERTISING SERVICES,4
7313,"RADIO, TELEVISION, AND PUBLISHERS' ADVERTISING REPRESENTATIVES",4
7319,"ADVERTISING, NEC",4
7320,"CONSUMER CREDIT REPORT, MERCANTILE REPORT, ADJ & COLLECTION AGENCY",4
7321,"CONS CREDIT REPORTNG,MERCANTILE REPORTNG,ADJ & COLLECTION AGENCIES",4
7322,ADJUSTMENT AND COLLECTION SERVICES,4
7323,CREDIT REPORTING SERVICES,4
7330,"MAILING, REPRODUCTION, COMMERCIAL ART & PHOTO, STENOGRAPHIC SERVICES",4
7331,DIRECT MAIL ADVERTISING SERVICES,4
7332,BLUEPRINTING AND PHOTOCOPYING SERVICES,4
7333,"COMMERCIAL PHOTOGRAPHY, ART, AND GRAPHICS",4
7334,PHOTOCOPYING AND DUPLICATING SERVICES,4
7335,COMMERCIAL PHOTOGRAPHY,4
7336,COMMERCIAL ART AND GRAPHIC DESIGN,4
7338,SECRETARIAL AND COURT REPORTING SERVICES,4
7339,"STENOGRAPHIC SERVICES; AND REPRODUCTION SERVICES, NEC",4
7340,SERVICES TO DWELLINGS AND OTHER BUILDINGS,4
7341,WINDOW CLEANING,4
7342,DISINFECTING AND PEST CONTROL SERVICES,4
7349,"BUILDING CLEANING AND MAINTENANCE SERVICES, NEC",4
7350,MISCELLANEOUS EQUIPMENT RENTAL AND LEASING,4
7351,NEWS SYNDICATES,4
7352,MEDICAL EQUIPMENT RENTAL AND LEASING,4
7353,HEAVY CONSTRUCTION EQUIPMENT RENTAL AND LEASING,4
7359,"EQUIPMENT RENTAL AND LEASING, NEC",4
7360,PERSONNEL SUPPLY SERVICES,4
7361,EMPLOYMENT AGENCIES,4
7362,TEMPORARY HELP SUPPLY SERVICES,4
7363,HELP SUPPLY SERVICES,4
7369,"PERSONNEL SUPPLY SERVICES, NEC",4
7370,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER COMPUTER RELATED SVCS",4
7371,COMPUTER PROGRAMMING SERVICES,4
7372,PREPACKAGED SOFTWARE,4
7373,COMPUTER INTEGRATED SYSTEMS DESIGN,4
7374,COMPUTER PROCESSING AND DATA PREPARATION AND PROCESSING SERVICES,4
7375,INFORMATION RETRIEVAL SERVICES,4
7376,COMPUTER FACILITIES MANAGEMENT SERVICE,4
7377,COMPUTER RENTAL AND LEASING,4
7378,COMPUTER MAINTENANCE AND REPAIR,4
7379,"COMPUTER RELATED SERVICES, NEC",4
7380,MISCELLANEOUS BUSINESS SERVICES,4
7381,"DETECTIVE, GUARD, AND ARMORED CAR SERVICES",4
7382,SECURITY SYSTEMS SERVICE,4
7383,NEWS SYNDICATES,4
7384,PHOTOFINISHING LABORATORIES,4
7385,TELEPHONE INTERCONNECT SYSTEMS,4
7389,"BUSINESS SERVICES, NEC",4
7390,MISCELLANEOUS BUSINESS SERVICES,4
7391,RESEARCH AND DEVELOPMENT LABORATORIES,4
7392,"MANAGEMENT, CONSULTING, AND PUBLIC RELATIONS SERVICES",4
7393,DETECTIVE AGENCIES AND PROTECTIVE SERVICES,4
7394,EQUIPMENT RENTAL AND LEASING SERVICES,4
7395,PHOTOFINISHING LABORATORIES,4
7396,TRADING STAMPS SERVICES,4
7397,COMMERCIAL TESTING LABORATORIES,4
7399,"BUSINESS SERVICES, NEC",4
7500,"AUTOMOTIVE REPAIR, SERVICES, AND PARKING",4
7510,"AUTOMOTIVE RENTAL AND LEASING, WITHOUT DRIVERS",4
7512,"PASSENGER CAR RENTAL AND LEASING, WITHOUT DRIVERS",4
7513,"TRUCK RENTAL AND LEASING, WITHOUT DRIVERS",4
7514,PASSENGER CAR RENTAL,4
7515,PASSENGER CAR LEASING,4
7519,UTILITY TRAILER AND RECREATIONAL VEHICLE RENTAL,4
7520,AUTOMOBILE PARKING,4
7521,AUTOMOBILE PARKING,4
7523,PARKING LOTS,4
7525,PARKING STRUCTURES,4
7530,AUTOMOTIVE REPAIR SHOPS,4
7531,TOP AND BODY REPAIR SHOPS,4
7532,"TOP, BODY, AND UPHOLSTERY REPAIR SHOPS AND PAINT SHOPS",4
7533,AUTOMOTIVE EXHAUST SYSTEM REPAIR SHOPS,4
7534,TIRE RETREADING AND REPAIR SHOPS,4
7535,PAINT SHOPS,4
7536,AUTOMOTIVE GLASS REPLACEMENT SHOPS,4
7537,AUTOMOTIVE TRANSMISSION REPAIR SHOPS,4
7538,GENERAL AUTOMOTIVE REPAIR SHOPS,4
7539,"AUTOMOTIVE REPAIR SHOPS, NEC",4
7540,"AUTOMOTIVE SERVICES, EXCEPT REPAIR",4
7542,CARWASHES,4
7549,"AUTOMOTIVE SERVICES, EXCEPT REPAIR AND CARWASHES",4
7600,MISCELLANEOUS REPAIR SERVICES,4
7620,ELECTRICAL REPAIR SHOPS,4
7622,RADIO AND TELEVISION REPAIR SHOPS,4
7623,REFRIGERATION AND AIR-CONDITIONING SERVICE AND REPAIR SHOPS,4
7629,"ELECTRICAL AND ELECTRONIC REPAIR SHOPS, NEC",4
7630,"WATCH, CLOCK, AND JEWELRY REPAIR",4
7631,"WATCH, CLOCK, AND JEWELRY REPAIR",4
7640,REUPHOLSTERY AND FURNITURE REPAIR,4
7641,REUPHOLSTERY AND FURNITURE REPAIR,4
7690,MISCELLANEOUS REPAIR SHOPS AND RELATED SERVICES,4
7692,WELDING REPAIR,4
7694,ARMATURE REWINDING SHOPS,4
7699,"REPAIR SHOPS AND RELATED SERVICES, NEC",4
7800,MOTION PICTURES,4
7810,MOTION PICTURE PRODUCTION AND ALLIED SERVICES,4
7812,MOTION PICTURE AND VIDEO TAPE PRODUCTION,4
7813,"MOTION PICTURE PRODUCTION, EXCEPT FOR TELEVISION",4
7814,MOTION PICTURE AND TAPE PRODUCTION FOR TELEVISION,4
7819,SERVICES ALLIED TO MOTION PICTURE PRODUCTION,4
7820,MOTION PICTURE DISTRIBUTION AND ALLIED SERVICES,4
7822,MOTION PICTURE AND VIDEO TAPE DISTRIBUTION,4
7823,MOTION PICTURE FILM EXCHANGES,4
7824,FILM OR TAPE DISTRIBUTION FOR TELEVISION,4
7829,SERVICES ALLIED TO MOTION PICTURE DISTRIBUTION,4
7830,MOTION PICTURE THEATERS,4
7832,"MOTION PICTURE THEATERS, EXCEPT DRIVE-IN",4
7833,DRIVE-IN MOTION PICTURE THEATERS,4
7840,VIDEO TAPE RENTAL,4
7841,VIDEO TAPE RENTAL,4
7900,AMUSEMENT AND RECREATION SERVICES,4
7910,"DANCE STUDIOS, SCHOOLS, AND HALLS",4
7911,"DANCE STUDIOS,SCHOOLS, AND HALLS",4
7920,"THEATRICAL PRODUCERS (EX MOTION PICTURE),BANDS,ORCHESTRAS,ENTERTAINERS",4
7922,"THEATRICAL PRODUCERS (EX MOTION PICTURE), & MISC THEATRICAL SERVICES",4
7929,"BANDS, ORCHESTRAS, ACTORS, OTHER ENTERTAINERS & ENTERTAINMENT GROUPS",4
7930,BOWLING CENTERS,4
7932,BILLIARD AND POOL ESTABLISHMENTS,4
7933,BOWLING CENTERS,4
7940,COMMERCIAL SPORTS,4
7941,PROFESSIONAL SPORTS CLUBS AND PROMOTERS,4
7948,"RACING, INCLUDING TRACK OPERATION",4
7990,MISCELLANEOUS AMUSEMENT AND RECREATION SERVICES,4
7991,PHYSICAL FITNESS FACILITIES,4
7992,PUBLIC GOLF COURSES,4
7993,COIN-OPERATED AMUSEMENT DEVICES,4
7996,AMUSEMENT PARKS,4
7997,MEMBERSHIP SPORTS AND RECREATION CLUBS,4
7999,"AMUSEMENT AND RECREATION SERVICES, NEC",4
8000,HEALTH SERVICES,4
8010,OFFICES AND CLINICS OF DOCTORS OF MEDICINE,4
8011,OFFICES AND CLINICS OF DOCTORS OF MEDICINE,4
8020,OFFICES AND CLINICS OF DENTISTS,4
8021,OFFICES AND CLINICS OF DENTISTS,4
8030,OFFICES AND CLINICS OF DOCTORS OF OSTEOPATHY,4
8031,OFFICES AND CLINICS OF DOCTORS OF OSTEOPATHY,4
8040,OFFICES AND CLINICS OF OTHER HEALTH CARE PRACTITIONERS,4
8041,OFFICES AND CLINICS OF CHIROPRACTORS,4
8042,OFFICES AND CLINICS OF OPTOMETRISTS,4
8043,OFFICES AND CLINICS OF PODIATRISTS,4
8049,"OFFICES AND CLINICS OF HEALTH PRACTIONERS, NEC",4
8050,NURSING AND PERSONAL CARE FACILITIES,4
8051,SKILLED NURSING CARE FACILITIES,4
8052,INTERMEDIATE CARE FACILITIES,4
8059,"NURSING AND PERSONAL CARE FACILITIES, NEC",4
8060,HOSPITALS,4
8062,GENERAL MEDICAL AND SURGICAL HOSPITALS,4
8063,PSYCHIATRIC HOSPITALS,4
8069,"SPECIALTY HOSPITALS, EXCEPT PSYCHIATRIC",4
8070,MEDICAL AND DENTAL LABORATORIES,4
8071,MEDICAL LABORATORIES,4
8072,DENTAL LABORATORIES,4
8080,HOME HEALTH CARE SERVICES,4
8081,OUTPATIENT CARE FACILITIES,4
8082,HOME HEALTH CARE SERVICES,4
8090,"MISCELLANEOUS HEALTH AND ALLIED SERVICES, NEC",4
8091,"HEALTH AND ALLIED SERVICES, NEC",4
8092,KIDNEY DIALYSIS CENTERS,4
8093,"SPECIALTY OUTPATIENT FACILITIES, NEC",4
8099,"HEALTH AND ALLIED SERVICES, NEC",4
8100,LEGAL SERVICES,4
8110,LEGAL SERVICES,4
8111,LEGAL SERVICES,4
8200,EDUCATIONAL SERVICES,4
8210,ELEMENTARY AND SECONDARY SCHOOLS,4
8211,ELEMENTARY AND SECONDARY SCHOOLS,4
8220,"COLLEGES, UNIVERSITIES, PROFESSIONAL SCHOOLS, & JUNIOR COLLEGES",4
8221,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",4
8222,JUNIOR COLLEGES AND TECHNICAL INSTITUTES,4
8230,LIBRARIES,4
8231,LIBRARIES,4
8240,VOCATIONAL SCHOOLS,4
8241,CORRESPONDENCE SCHOOLS,4
8243,DATA PROCESSING SCHOOLS,4
8244,BUSINESS AND SECRETARIAL SCHOOLS,4
8249,"VOCATIONAL SCHOOLS, NEC",4
8290,"SCHOOLS AND EDUCATIONAL SERVICES, NEC",4
8299,"SCHOOLS AND EDUCATIONAL SERVICES, NEC",4
8300,SOCIAL SERVICES,4
8320,INDIVIDUAL AND FAMILY SOCIAL SERVICES,4
8321,INDIVIDUAL AND FAMILY SOCIAL SERVICES,4
8322,INDIVIDUAL AND FAMILY SOCIAL SERVICES,4
8330,JOB TRAINING AND VOCATIONAL REHABILITATION SERVICES,4
8331,JOB TRAINING AND VOCATIONAL REHABILITATION SERVICES,4
8350,CHILD DAY CARE SERVICES,4
8351,CHILD DAY CARE SERVICES,4
8360,RESIDENTIAL CARE,4
8361,RESIDENTIAL CARE,4
8390,"SOCIAL SERVICES, NEC",4
8399,"SOCIAL SERVICES, NEC",4
8400,"MUSEUMS, ART GALLERIES, BOTANICAL AND ZOOLOGICAL GARDENS",4
8410,MUSEUMS AND ART GALLERIES,4
8411,MUSEUMS & ART GALLERIES,4
8412,MUSEUMS AND ART GALLERIES,4
8420,ARBORETA AND BOTANICAL OR ZOOLOGICAL GARDENS,4
8421,"ARBORETA, BOTANICAL AND ZOOLOGICAL GARDENS",4
8422,ARBORETA AND BOTANICAL OR ZOOLOGICAL GARDENS,4
8600,MEMBERSHIP ORGANIZATIONS,4
8610,BUSINESS ASSOCIATIONS,4
8611,BUSINESS ASSOCIATIONS,4
8620,PROFESSIONAL MEMBERSHIP ORGANIZATIONS,4
8621,PROFESSIONAL MEMBERSHIP ORGANIZATIONS,4
8630,LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,4
8631,LABOR UNIONS AND SIMILAR LABOR ORGANIZATIONS,4
8640,"CIVIC, SOCIAL, AND FRATERNAL ASSOCIATIONS",4
8641,"CIVIC, SOCIAL, AND FRATERNAL ASSOCIATIONS",4
8650,POLITICAL ORGANIZATIONS,4
8651,POLITICAL ORGANIZATIONS,4
8660,RELIGIOUS ORGANIZATIONS,4
8661,RELIGIOUS ORGANIZATIONS,4
8690,"MEMBERSHIP ORGANIZATIONS, NEC",4
8699,"MEMBERSHIP ORGANIZATIONS, NEC",4
8700,"ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT, AND RELATED SERVICES",4
8710,"ENGINEERING, ARCHITECTURAL, AND SURVEYING SERVICES",4
8711,ENGINEERING SERVICES,4
8712,ARCHITECTURAL SERVICES,4
8713,SURVEYING SERVICES,4
8720,"ACCOUNTING,AUDITING, AND BOOKKEEPING SERVICES",4
8721,"ACCOUNTING,AUDITING, AND BOOKKEEPING SERVICES",4
8730,"RESEARCH, DEVELOPMENT, AND TESTING SERVICES",4
8731,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,4
8732,"COMMERCIAL ECONOMIC, SOCIOLOGICAL, AND EDUCATIONAL RESEARCH",4
8733,NONCOMMERCIAL RESEARCH ORGANIZATIONS,4
8734,TESTING LABORATORIES,4
8740,MANAGEMENT AND PUBLIC RELATIONS SERVICES,4
8741,MANAGEMENT SERVICES,4
8742,MANAGEMENT CONSULTING SERVICES,4
8743,PUBLIC RELATIONS SERVICES,4
8744,FACILITIES SUPPORT MANAGEMENT SERVICES,4
8748,"BUSINESS CONSULTING SERVICES, NEC",4
8800,PRIVATE HOUSEHOLDS,4
8810,PRIVATE HOUSEHOLDS,4
8811,PRIVATE HOUSEHOLDS,4
8900,"SERVICES, NEC",4
8910,"ENGINEERING, ARCHITECTURAL, AND SURVEYING SERVICES",4
8911,"ENGINEERING, ARCHITECTURAL, AND SURVEYING SERVICES",4
8920,"NONCOMMERCIAL EDUCATIONAL, SCIENTIFIC, & RESEARCH ORGANIZATIONS",4
8922,"NONCOMMERCIAL EDUCATIONAL, SCIENTIFIC, & RESEARCH ORGANIZATIONS",4
8930,"ACCOUNTING, AUDITING, AND BOOKKEEPING SERVICES",4
8931,"ACCOUNTING, AUDITING, AND BOOKKEEPING SERVICES",4
8990,"SERVICES, NEC",4
8999,"SERVICES, NEC",4
9100,"EXECUTIVE, LEGISLATIVE, AND GENERAL GOVERNMENT, EXCEPT FINANCE",4
9110,EXECUTIVE OFFICES,4
9111,EXECUTIVE OFFICES,4
9120,LEGISLATIVE BODIES,4
9121,LEGISLATIVE BODIES,4
9130,EXECUTIVE AND LEGISLATIVE OFFICES COMBINED,4
9131,EXECUTIVE AND LEGISLATIVE OFFICES COMBINED,4
9190,"GENERAL GOVERNMENT, NEC",4
9199,"GENERAL GOVERNMENT, NEC",4
9200,"JUSTICE, PUBLIC ORDER, AND SAFETY",4
9210,COURTS,4
9211,COURTS,4
9220,PUBLIC ORDER AND SAFETY,4
9221,POLICE PROTECTION,4
9222,LEGAL COUNSEL AND PROSECUTION,4
9223,CORRECTIONAL INSTITUTIONS,4
9224,FIRE PROTECTION,4
9229,"PUBLIC ORDER AND SAFETY, NEC",4
9300,"PUBLIC FINANCE, TAXATION, AND MONETARY POLICY",4
9310,"PUBLIC FINANCE, TAXATION, AND MONETARY POLICY",4
9311,"PUBLIC FINANCE, TAXATION, AND MONETARY POLICY",4
9400,ADMINISTRATION OF HUMAN RESOURCE PROGRAMS,4
9410,ADMINISTRATION OF EDUCATIONAL PROGRAMS,4
9411,ADMINISTRATION OF EDUCATIONAL PROGRAMS,4
9430,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,4
9431,ADMINISTRATION OF PUBLIC HEALTH PROGRAMS,4
9440,"ADMINISTRATION OF SOCIAL, HUMAN RESOURCE AND INCOME MAINTENANCE PROGRAMS",4
9441,"ADMINISTRATION OF SOCIAL, HUMAN RESOURCE AND INCOME MAINTENANCE PROGRAMS",4
9450,"ADMINISTRATION OF VETERANS' AFFAIRS, EXCEPT HEALTH AND INSURANCE",4
9451,"ADMINISTRATION OF VETERANS' AFFAIRS, EXCEPT HEALTH AND INSURANCE",4
9500,ADMINISTRATION OF ENVIRONMENTAL QUALITY AND HOUSING PROGRAMS,4
9510,ADMINISTRATION OF ENVIRONMENTAL QUALITY PROGRAMS,4
9511,AIR AND WATER RESOURCE AND SOLID WASTE MANAGEMENT,4
9512,"LAND, MINERAL, WILDLIFE, AND FOREST CONSERVATION",4
9530,ADMINISTRATION OF HOUSING AND URBAN DEVELOPMENT PROGRAMS,4
9531,ADMINISTRATION OF HOUSING PROGRAMS,4
9532,ADMINISTRATION OF URBAN PLANNING & COMMUNITY & RURAL DEVELOPMENT,4
9600,ADMINISTRATION OF ECONOMIC PROGRAMS,4
9610,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,4
9611,ADMINISTRATION OF GENERAL ECONOMIC PROGRAMS,4
9620,REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,4
9621,REGULATION AND ADMINISTRATION OF TRANSPORTATION PROGRAMS,4
9630,"REGULATION & ADMINISTRATION OF COMMUNICATION,ELECTRIC,GAS,OTH UTILITIES",4
9631,"REGULATION & ADMINISTRATION OF COMMUNICATION,ELECTRIC,GAS,OTH UTILITIES",4
9640,REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,4
9641,REGULATION OF AGRICULTURAL MARKETING AND COMMODITIES,4
9650,"REGULATION, LICENSING, AND INSPECTION OF MISC COMMERCIAL SECTORS",4
9651,"REGULATION, LICENSING, AND INSPECTION OF MISC COMMERCIAL SECTORS",4
9660,SPACE RESEARCH AND TECHNOLOGY,4
9661,SPACE RESEARCH AND TECHNOLOGY,4
9700,NATIONAL SECURITY AND INTERNATIONAL AFFAIRS,4
9710,NATIONAL SECURITY,4
9711,NATIONAL SECURITY,4
9720,INTERNATIONAL AFFAIRS,4
9721,INTERNATIONAL AFFAIRS,4
9900,NONCLASSIFIABLE ESTABLISHMENTS,4
9990,NONCLASSIFIABLE ESTABLISHMENTS,4
9995,"Non Operating Establishments, Blank Checks & Development Stage Companies",4
9997,CONGLOMERATES,4
9998,MULTI-SECTOR HOLDINGS,4
9999,NONCLASSIFIABLE ESTABLISHMENTS,4
